75000,1,0,670,43377,1,0,0,3,3,670,0,1966,0,47.2638,-121.906
78000,2,1,780,16344,1,0,0,1,5,780,0,1942,0,47.4739,-122.28
80000,1,0.75,430,5050,1,0,0,2,4,430,0,1912,0,47.6499,-121.909
81000,2,1,730,9975,1,0,0,1,5,730,0,1943,0,47.4808,-122.315
82000,3,1,860,10426,1,0,0,3,6,860,0,1954,0,47.4987,-122.341
82500,2,1,520,22334,1,0,0,2,5,520,0,1951,0,47.4799,-122.296
83000,2,1,900,8580,1,0,0,3,5,900,0,1918,0,47.4727,-122.27
84000,2,1,700,20130,1,0,0,3,6,700,0,1949,0,47.4752,-122.271
85000,2,1,910,9753,1,0,0,3,5,910,0,1947,0,47.3897,-122.236
85000,2,1,830,9000,1,0,0,3,6,830,0,1939,0,47.3813,-122.243
86500,3,1,840,9480,1,0,0,3,6,840,0,1960,0,47.3277,-122.341
89000,3,1,900,4750,1,0,0,4,6,900,0,1969,0,47.3026,-122.363
89950,1,1,570,4080,1,0,0,3,5,570,0,1942,0,47.5098,-122.334
90000,1,1,560,4120,1,0,0,3,4,560,0,1947,0,47.5335,-122.348
90000,2,1,790,2640,1,0,0,3,7,790,0,1973,0,47.7351,-122.178
92000,2,1,760,5500,1.5,0,0,3,5,760,0,1947,0,47.5045,-122.329
95000,2,1,960,7000,1,0,0,3,4,960,0,1918,0,47.3864,-122.307
95000,1,0.75,760,5746,1,0,0,4,5,760,0,1915,0,47.3046,-122.215
95000,2,1,1070,20450,1,0,0,2,6,1070,0,1948,0,47.4338,-122.183
95000,2,1,800,8550,1,0,0,3,7,800,0,1947,0,47.4075,-122.294
96500,3,1,840,12091,1,0,0,3,6,840,0,1959,0,47.3281,-122.343
99000,2,1,960,8236,1,0,0,2,6,960,0,1948,0,47.4698,-122.166
100000,2,0.75,660,5240,1,0,0,4,4,660,0,1912,0,47.3881,-122.234
100000,2,1,770,17334,1,0,0,3,7,770,0,1978,0,47.2997,-122.269
102500,2,1,820,4320,1,0,0,3,5,820,0,1937,0,47.514,-122.359
104950,2,1,1170,8254,1,0,0,2,6,1170,0,1949,0,47.497,-122.346
105000,3,1,840,8400,1,0,0,3,6,840,0,1959,0,47.3277,-122.343
105000,3,1,880,18109,1,0,0,4,6,880,0,1970,0,47.3634,-122.101
105500,2,1,930,7740,1,0,0,1,5,930,0,1932,0,47.4611,-122.324
106000,1,1,560,5700,1,0,0,3,5,560,0,1947,0,47.511,-122.359
107000,3,1.5,910,5120,1,0,0,3,6,910,0,1973,0,47.5238,-122.356
107000,2,1,670,4720,1,0,0,4,6,670,0,1948,0,47.5243,-122.358
109000,2,0.5,580,6900,1,0,0,3,5,580,0,1941,0,47.5135,-122.262
109500,2,1,800,10625,1,0,0,3,6,800,0,1942,0,47.496,-122.317
110000,1,1,640,10280,1,0,0,2,5,640,0,1920,0,47.5144,-122.368
110000,3,1,1250,53143,1,0,0,5,6,1250,0,1945,0,47.4235,-122.051
110700,2,1,680,8064,1,0,0,3,6,680,0,1941,0,47.469,-122.298
111300,2,1,1060,6000,1,0,0,4,5,1060,0,1908,0,47.3066,-122.223
112000,1,1,1080,3230,1,0,0,3,6,1080,0,1963,0,47.3075,-122.217
114000,2,1,730,5200,1,0,0,3,6,730,0,1928,0,47.4943,-122.337
114975,2,1,740,6250,1,0,0,3,6,740,0,1942,0,47.506,-122.335
115000,3,1,1080,6250,1,0,0,2,5,1080,0,1950,0,47.5045,-122.33
115000,2,1,790,7252,1,0,0,3,5,790,0,1930,0,47.5048,-122.365
115000,2,0.75,550,7980,1,0,0,3,5,550,0,1952,0,47.511,-122.348
115000,2,1,1000,16524,1,0,0,3,5,1000,0,1913,0,47.2841,-122.255
115000,2,1,940,6000,1,0,0,3,6,940,0,1943,0,47.4907,-122.336
115000,3,1.75,1080,7942,1,0,0,3,7,1080,0,1981,0,47.3141,-122.355
115000,1,2,1150,9812,1,0,0,4,7,1150,0,1962,0,47.2951,-122.284
118000,1,1,670,7957,1,0,0,4,6,670,0,1978,0,47.3594,-122.056
118125,2,1,790,7153,1,0,0,4,6,790,0,1944,0,47.4869,-122.324
119500,3,1,1170,11000,1,0,0,2,6,1170,0,1980,0,47.7346,-121.983
119900,2,1,700,3180,1,0,0,3,6,480,220,1951,0,47.4976,-122.262
120750,3,1.75,1140,9628,1,0,0,4,7,1140,0,1969,0,47.2933,-122.372
121800,2,1,940,8384,1,0,0,3,5,940,0,1947,0,47.5065,-122.364
122000,2,1,760,5280,1,0,0,3,6,760,0,1946,0,47.483,-122.33
122000,2,1,860,6000,1,0,0,3,6,860,0,1945,0,47.2109,-121.985
122000,2,1,730,6728,1,0,0,3,6,730,0,1953,0,47.4275,-122.324
122000,2,1,740,6840,1,0,0,3,6,740,0,1942,0,47.5168,-122.373
123000,2,1,1050,6600,1.5,0,0,3,6,1050,0,1964,0,47.4828,-122.324
123300,3,1,1150,8050,1.5,0,0,4,7,1150,0,1956,0,47.374,-122.296
124000,3,1,1080,6250,1,0,0,2,5,1080,0,1950,0,47.5045,-122.33
124000,1,0.75,840,7203,1.5,0,0,3,6,840,0,1949,0,47.4756,-122.301
124500,2,1,840,6480,1,0,0,4,5,840,0,1954,0,47.264,-122.258
124740,3,1,1340,15600,1,0,0,4,6,1340,0,1978,0,47.3224,-122.143
125000,1,1,500,7440,1,0,0,1,5,500,0,1928,0,47.5252,-122.362
125000,2,1,810,8382,1,0,0,4,5,810,0,1942,0,47.5033,-122.358
125000,3,1,1230,4800,1.5,0,0,1,6,1230,0,1916,0,47.6941,-122.365
125000,3,1,920,7314,1,0,0,3,6,920,0,1960,0,47.2892,-122.22
125000,3,1,920,7276,1,0,0,4,6,920,0,1961,0,47.285,-122.211
126000,1,1,610,4400,1,0,0,3,5,610,0,1922,0,47.4865,-122.197
126500,3,1,1130,12212,1,0,0,3,6,1130,0,1942,0,47.4952,-122.34
128000,2,1,980,5393,1,0,0,3,6,980,0,1969,0,47.3674,-122.081
128000,3,1,1400,9690,1,0,0,3,7,1400,0,1969,0,47.3201,-122.398
128000,3,1,910,11117,1,0,0,3,7,910,0,1955,0,47.3432,-122.309
128750,3,1,880,7004,1,0,0,3,5,880,0,1950,0,47.3019,-122.216
129000,1,1,650,15364,1,0,0,4,5,650,0,1967,0,47.3721,-122.159
129000,2,1,760,5240,1,0,0,3,6,760,0,1949,0,47.388,-122.234
129000,2,1,1150,30184,1,0,0,3,6,1150,0,1950,0,47.4492,-122.2
129888,2,1,710,9900,1,0,0,3,6,710,0,1943,0,47.479,-122.339
130000,2,1,600,1500,1,0,0,4,4,600,0,1900,0,47.5289,-122.033
130000,2,1,880,9000,1,0,0,3,5,880,0,1928,0,47.4672,-122.291
133400,3,1,900,2550,1,0,0,4,6,900,0,1978,0,47.3036,-122.363
134000,3,1,1270,8508,1,0,0,4,6,650,620,1942,0,47.4961,-122.322
134000,2,1.5,980,5000,2,0,0,3,7,980,0,1922,1,47.7076,-121.359
135000,3,1,840,3000,1,0,0,3,5,840,0,1943,0,47.494,-122.275
135000,2,1,600,6120,1,0,0,3,5,600,0,1943,1,47.5,-122.317
135000,4,1,1460,18599,1.5,0,0,3,5,1460,0,1940,0,47.5006,-122.351
135000,2,1,780,6685,1,0,0,4,5,780,0,1948,0,47.305,-122.215
135000,3,1,1520,8450,1,0,0,2,6,1120,400,1961,0,47.328,-122.337
135000,2,1,830,7609,1,0,0,3,6,830,0,1943,0,47.5057,-122.348
135000,1,1,790,13062,1,0,0,3,6,790,0,1942,0,47.4919,-122.311
135000,2,1,750,5217,1,0,0,4,6,750,0,1943,0,47.5188,-122.353
135000,2,1,1220,7250,1,0,0,4,6,1220,0,1914,0,47.3585,-121.975
135000,3,1,830,9600,1,0,0,3,7,830,0,1959,0,47.3698,-122.297
135900,2,1,760,3800,1,0,0,3,6,760,0,1950,0,47.5019,-122.269
136500,3,1.5,1420,8580,1,0,0,3,6,1420,0,1962,0,47.3076,-122.362
137000,3,1,950,7620,1,0,0,3,6,950,0,1954,0,47.5178,-122.346
137000,3,1,1300,10125,1,0,0,4,6,1300,0,1959,0,47.2921,-122.215
137124,3,1,960,27442,1,0,0,4,6,960,0,1970,0,47.4676,-122.134
137900,3,1.75,1160,5082,1,0,0,3,6,580,580,1942,0,47.503,-122.262
139000,2,1,690,5280,1,0,0,4,5,690,0,1942,0,47.4953,-122.187
142500,1,1,690,6825,1,0,0,4,5,690,0,1917,0,47.3109,-122.225
142500,4,0.75,1440,13300,1,0,0,3,6,1440,0,1948,0,47.4761,-122.337
143000,3,1,1090,3315,1,0,0,4,6,1090,0,1969,0,47.3159,-122.183
146300,3,1,1200,9668,1,0,0,5,6,1200,0,1975,0,47.3156,-122.128
147000,3,1,1070,14000,1,0,0,3,7,1070,0,1960,0,47.4971,-122.279
147000,3,1.5,1480,9606,1,0,0,4,7,1100,380,1964,0,47.2978,-122.363
147200,3,1,1420,9600,1,0,0,4,6,1420,0,1954,0,47.4232,-122.292
147400,3,2,1080,9225,1,0,0,2,7,1080,0,1955,0,47.4842,-122.346
147500,3,1.75,1010,6552,1,0,0,3,7,1010,0,1969,0,47.375,-122.117
147500,3,1,1530,8498,1,0,0,3,7,1530,0,1959,0,47.404,-122.203
147500,3,1.5,1230,10125,1,0,0,3,7,1230,0,1960,0,47.397,-122.299
148000,1,1,620,8261,1,0,0,3,5,620,0,1939,0,47.5138,-122.364
148000,2,1,630,4200,1,0,0,3,6,630,0,1930,0,47.5329,-122.348
148226,3,1,1400,7360,1,0,0,4,7,1400,0,1968,0,47.3123,-122.186
148900,4,1.75,1700,6000,1,0,0,3,7,1700,0,1967,0,47.3252,-122.208
149000,3,1,1090,2800,1,0,0,3,6,1090,0,1969,0,47.3162,-122.183
149000,3,1,1700,8645,1,0,0,3,6,1700,0,1955,0,47.4899,-122.337
149500,3,1,1010,9450,1,0,0,4,7,1010,0,1959,0,47.3592,-122.315
149900,2,1.75,1090,1950,1,0,0,4,8,1090,0,1982,0,47.3782,-122.319
150000,2,1,850,54000,1.5,0,0,1,4,850,0,1950,0,47.2959,-122.377
151000,2,0.75,720,5040,1,0,0,3,4,720,0,1949,0,47.5323,-122.347
151000,2,1,720,4222,1,0,0,4,5,720,0,1942,0,47.4965,-122.186
151100,3,1,840,4495,1,0,0,3,6,840,0,1921,0,47.496,-122.349
151600,2,1,1060,16988,1,0,0,3,6,1060,0,1954,0,47.4305,-122.157
152000,2,1,700,13500,1,0,0,3,4,700,0,1920,0,47.3882,-122.208
152000,3,1.75,1070,7754,1,0,0,3,6,1070,0,1953,0,47.5079,-122.344
152000,3,1,1090,3264,1,0,0,4,6,1090,0,1969,0,47.3155,-122.182
152000,3,1,902,10464,1,0,0,3,7,902,0,1965,0,47.363,-122.308
152000,3,1,920,4875,1,0,0,4,7,920,0,1978,0,47.3623,-122.09
152275,1,1,1020,6871,1,0,0,3,6,1020,0,1937,1,47.5051,-122.338
152500,3,1,1090,3523,1,0,0,4,6,1090,0,1969,0,47.3161,-122.182
152500,4,1,1730,7350,1.5,0,0,4,6,1730,0,1970,0,47.3467,-122.307
152900,1,1,900,4368,1,0,0,5,6,900,0,1915,1,47.2107,-121.99
153000,2,1,1140,10152,1,0,0,3,6,760,380,1942,0,47.7369,-122.321
155000,3,1,1250,6250,1,0,0,2,7,1030,220,1949,0,47.5292,-122.323
